umidade,ph,nitrogenio,fosforo,potassio,rendimento
59.71061460667621,8.361785731007762,1,1,1,4000.0
32.063311266913104,8.244593170661346,1,0,0,4000.0
84.55922412472692,6.610476100766333,1,1,1,4000.0
45.52679889600101,5.546369849586602,1,0,0,3245.073616434672
69.75133706123893,8.284955687763176,1,1,1,4000.0
48.70266456536466,6.784552444951943,1,1,0,4000.0
61.20408127066865,8.39996445713101,1,1,1,4000.0
62.80261676059678,8.390859931267759,1,1,1,4000.0
41.091267331531625,8.05902836640208,0,1,1,3877.873521941232
88.17507766587352,6.383346676208757,1,0,0,3671.665115271403
76.50796940166687,6.655293185805776,1,1,1,4000.0
86.36993649385136,8.053410014550572,1,1,0,4000.0
83.68964102565893,6.450766015468833,1,1,1,4000.0
65.8739987286651,6.0084782400582775,0,1,0,3587.0357850772843
85.312454101387,7.170403787375051,1,0,0,4000.0
35.30955012311517,8.308464322482344,0,0,0,3660.720424889298
41.75897174514871,7.588089390024919,1,1,1,3996.9932412063263
32.71363733463228,7.210183510268095,0,1,1,3791.704219801003
49.519819845795865,5.791529481312305,0,1,0,3338.5163355620766
53.320637381368925,7.345021680097509,0,1,1,3938.5441654901497
46.28094190643375,8.47016155031279,1,1,1,4000.0
79.72425054911577,5.920252045709572,1,1,1,4000.0
51.40519960161536,7.05498895709121,1,0,1,3974.9788331921663
46.85607058124285,8.132119215783867,1,0,1,4000.0
62.56176498949491,7.722305853262613,1,0,1,4000.0
38.45545349848576,7.591047222985804,0,0,0,3394.4824754756114
78.13181884524238,7.607452251961328,1,0,0,4000.0
34.47303862078625,6.5784734536592655,0,0,1,3196.9362341373817
89.21321619603104,6.38077553279348,1,0,1,3997.5449411053214
76.33468615779944,7.928083466435541,0,0,1,3915.890194903942
41.92294089205035,7.930340184037542,1,1,0,3926.314878384218
30.331327027416144,8.10121695574031,0,0,1,3421.735394976684
78.92768570729005,8.239721657669413,1,1,1,4000.0
72.41144063085703,7.034027196582813,1,1,0,4000.0
73.74043008245924,7.004548884061599,1,1,0,4000.0
76.27622080115674,7.8948855369003255,0,0,1,3878.382141206897
34.442679104045425,7.449891792333295,1,1,1,4000.0
51.507943712656356,7.60590063177311,1,1,0,3990.7078712065527
36.95214357150778,7.887378008308303,1,1,0,4000.0
81.78620555253562,8.1700160254527,1,1,0,4000.0
67.39788760965348,6.513985470554608,1,0,1,3740.3983270068848
49.85388149115895,6.626748857919832,1,0,0,3843.6302483895583
33.81350101716142,5.7819458195226066,1,1,0,3723.0777123439666
48.65893930293973,7.234840422988522,1,1,1,4000.0
49.51099932160482,5.607826821390226,1,1,0,3568.4460175919517
73.77637070028385,6.896794054397381,0,1,1,4000.0
68.25344828131279,7.12793390412273,0,0,0,3651.232335025136
83.23276455457959,6.359623756384853,1,1,0,4000.0
58.33289550971696,7.272499781707032,1,0,0,4000.0
37.1756547562981,5.591500749817149,1,1,1,3631.6614877554484
72.7946872333797,5.6120445662476435,1,1,1,3935.3444924713162
75.64710291701385,7.967801681978974,0,1,1,4000.0
63.67663185416978,6.580571924233789,0,0,1,3539.250636556944
76.25803079727366,5.881181537955654,1,0,1,3888.6388918271186
59.62773578186344,7.0667297801644136,1,1,0,4000.0
61.363969762919645,7.8099806592958325,1,0,0,3887.9670632550215
55.652461101512976,6.147463082490529,0,1,1,3756.7930228759365
31.52514760464571,7.368671427457,1,0,0,3503.4018259118757
36.473485619598264,5.7560423949813035,1,1,0,3665.6411804740733
31.885751141204054,5.655045163505823,1,1,0,3772.7317564216814
68.18462467582683,7.094063894704444,1,0,0,3814.1971814083895
48.8613588645796,7.12190536483032,1,1,0,3876.9488988301423
60.514241469882165,7.412289704494619,1,0,1,4000.0
84.45398843556558,7.678274001167985,1,0,1,4000.0
44.9575337489325,8.427556238387604,0,1,1,4000.0
54.62297538213778,7.048901044903586,1,1,1,4000.0
75.33306831258292,6.468869418823738,1,1,1,4000.0
43.72788992949735,7.885558584306111,1,0,0,3864.7474740518132
34.61879458972758,6.312496753786222,1,1,1,3953.482364230795
47.38508717482608,6.816914262116908,1,1,1,4000.0
39.67327723524026,5.735369144026798,1,1,0,3604.590771960124
85.78185914055439,5.576052230246373,1,1,1,4000.0
78.48722277386501,8.387945244033775,1,1,1,4000.0
68.00422539062541,8.007940361536617,0,1,1,4000.0
82.28763541126307,7.587922618281094,0,1,1,4000.0
78.22032461394687,6.72685883324281,1,1,0,4000.0
41.19420353316215,6.019882960212537,1,1,1,3838.1504410886882
83.55353990939867,5.969311128013258,1,0,1,4000.0
62.36053451493904,6.250728694493786,0,1,0,3492.2324087416155
78.44640930984374,7.147679994118361,1,1,1,4000.0
83.7654779954096,7.643787768100188,1,0,1,4000.0
49.08020849831183,7.480592130153194,1,0,1,3975.8435178764676
36.60311547166061,6.339801690837828,1,1,1,4000.0
43.6761097525165,8.364595841989583,1,1,1,4000.0
55.626467317575376,7.713690750087306,1,1,0,4000.0
79.08088595534959,7.163062157534203,1,0,0,3782.6360100209477
81.64383499538062,7.335162238703057,0,1,1,4000.0
30.417127831871444,6.75880018728337,0,0,1,3364.366650130148
60.64483815465394,6.243192968503473,1,0,0,3970.9422488746445
55.04466018892674,6.5679180359537845,1,0,0,3612.607512217943
43.326468628243816,7.773538331393107,1,1,1,4000.0
37.19192204002097,5.543180465889268,1,1,1,3684.107176787329
50.25691028421768,5.848217921520749,1,1,1,4000.0
86.57458223475115,5.638007926065258,1,1,0,3930.6068994654493
49.39217592124531,5.62218640695691,1,1,0,3670.4841218431907
61.12743730460197,8.06638175203302,1,1,0,4000.0
72.18113753371067,7.6109735781400705,0,1,1,4000.0
51.81777614275764,6.922521487261975,1,1,0,3878.9320941733486
88.30692496325764,5.793502481953005,0,1,1,3918.92050095457
87.74683769652668,6.974847625350497,1,1,0,4000.0
45.10693774952185,6.920415312341698,1,1,1,3908.8998088945923
59.83491035354312,6.019605609730045,0,1,1,3757.795353737243
48.052698589006184,6.801554947713919,1,1,1,3970.955345509804
47.090429662648056,6.69551420319212,1,0,0,3771.207756967261
32.213216841271965,7.347550294156649,1,1,0,3534.14179159094
66.57386003879381,7.405280952602931,0,1,0,3806.1711604786797
60.16074139373169,5.635912029316134,1,1,1,4000.0
33.08872507499936,6.623837843879413,1,1,1,4000.0
46.71878785419669,7.377579747142709,1,1,1,4000.0
84.49595315799922,7.009408775740264,1,0,1,4000.0
44.37371344001835,8.069469523564967,1,1,1,4000.0
38.693692325473386,7.476080894856835,1,1,0,3666.15534721479
59.36716561665378,5.988803281244289,1,1,1,3696.233588926374
89.13902724663603,5.71170624220129,1,0,1,3989.9298854308518
44.523316290690026,7.427257834618947,1,1,1,4000.0
70.32813284435272,5.579533931624866,0,1,1,3575.070301622757
75.69717691972306,7.25732674382039,0,1,0,4000.0
44.25825263954398,8.320690724274872,1,1,0,4000.0
73.69298091671158,7.226422533627637,1,1,1,4000.0
52.06698796315519,6.664509778619566,1,0,0,3453.54460222753
67.93834983561476,7.4298646553270595,0,1,1,4000.0
68.01178264565368,6.87475867147455,0,0,0,3645.945590473564
62.14648104448551,7.136850367947805,0,1,1,3983.2168460319635
35.4173862032645,8.324394426329576,1,0,0,4000.0
80.11814973535428,6.658307913402323,1,1,1,4000.0
49.24680389830415,8.383571691471744,1,1,1,4000.0
41.19111062399125,8.216051925868191,1,1,0,3943.776114679355
32.44650849328583,6.08737340436789,1,1,1,3696.6890643862284
65.4535765912945,5.708083902625496,1,1,1,4000.0
70.65386171053694,5.80233400413228,1,0,1,3797.9534747537846
30.995269735671368,5.554665476954649,1,1,1,3608.2317862015407
60.72558349795686,5.783328882267785,1,0,1,3553.9337215324517
43.58974651187628,7.54902032024907,1,1,0,4000.0
68.71036742456698,5.713565945380687,1,1,0,3835.083447842562
40.46198574029948,6.456926890881284,1,0,0,3621.002284168527
71.45626428614796,8.034625932908364,0,0,1,4000.0
53.20412077803225,5.569815807207478,1,1,0,3729.217552275225
86.20379932420407,7.943405447766807,1,1,1,4000.0
38.25125664875959,6.3455643243202,0,1,1,3615.0566408143836
50.46398106301551,5.854494482864968,1,1,1,3993.1708121198258
36.80841127443534,7.5902114960924525,1,1,1,4000.0
85.48161709671376,7.386828540339652,1,0,0,4000.0
82.64036120285886,8.132416040581159,1,1,0,4000.0
45.47649766290934,7.705213131411657,1,0,1,3953.794153344062
69.59904276205074,7.910442791154546,0,1,1,4000.0
79.03333201207295,6.34610371771392,0,1,1,3865.4547403866295
63.31204869596774,6.032318631339169,0,1,1,4000.0
61.77903470136039,7.751844254922575,0,1,0,3903.3399621997014
44.5111374540271,7.920504217801792,0,1,1,3727.895546261255
35.586166068353954,8.47151542600202,0,0,1,3677.296514661934
83.83294547719962,6.737853030734279,1,1,1,4000.0
84.02508342979982,6.61605425737835,0,1,0,3979.626539741933
67.98608743639608,7.82923888222599,1,1,1,4000.0
50.34178746292204,6.522410620759054,1,0,1,3728.223002630221
50.95257447675965,8.292271976810694,1,1,0,3901.3139366972937
73.55734073221436,8.075238255529035,1,1,1,4000.0
83.82661559715463,6.786982082125055,0,1,0,3524.62926282072
83.22518545590704,7.752613203374493,0,1,1,4000.0
76.79253275145743,7.763628622254047,0,1,1,4000.0
